"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"INDUSTRIAL PAGE LTDA";"82.563.321/0001-69";"MÉDIA";"Exportação de bens";"SC";"EQUADOR";"6254861/0002";"2019-11-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"VOLVO DO BRASIL VEICULOS LTDA";"43.999.424/0001-14";"GRANDE";"Exportação de bens";"PR";"EQUADOR";"6254391/0001";"2019-11-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"EQUADOR";"6317483/0002";"2019-11-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"FERRAZ MAQUINAS E ENGENHARIA LTDA";"43.490.424/0001-94";"MÉDIA";"Exportação de bens";"SP";"ARGENTINA";"6244277/0001";"2019-11-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"EQUADOR";"6339654/0001";"2019-11-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"HERGEN S A MAQUINAS E EQUIPAMENTOS";"83.141.507/0001-92";"MÉDIA";"Exportação de bens";"SC";"ARGENTINA";"6123507/0001";"2019-12-13";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"ESTADOS UNIDOS";"6116097";"2019-12-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Real/ Pessoal"
"YABORA INDUSTRIA AERONAUTICA S.A.";"30.657.250/0001-60";"GRANDE";"Exportação de bens";"SP";"ESTADOS UNIDOS";"6116097";"2019-12-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Real/ Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"EQUADOR";"6317483/0003";"2019-12-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"AMMANN DO BRASIL - EQUIPAMENTOS PARA CONSTRUCAO DE ESTR";"15.143.836/0001-12";"MÉDIA";"Exportação de bens";"RS";"EQUADOR";"6355704/0001";"2019-12-27";"EUR C";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"FAST INDUSTRIA E COMERCIO LTDA";"00.771.598/0001-12";"MÉDIA";"Exportação de bens";"SC";"EQUADOR";"6322388/0001";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"LS MTRON INDUSTRIA DE MAQUINAS AGRICOLAS LTDA";"13.677.964/0001-10";"GRANDE";"Exportação de bens";"SC";"EQUADOR";"6349345/0001";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"POLIMAQUINAS INDUSTRIA E COMERCIO LIMITADA";"46.142.725/0001-15";"MÉDIA";"Exportação de bens";"SP";"EQUADOR";"6333207/0001";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0001";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0002";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0003";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0004";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0005";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0006";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0007";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RANDON SA IMPLEMENTOS E PARTICIPACOES";"89.086.144/0001-16";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"6285344/0008";"2019-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"RCA MAQUINAS INDUSTRIAIS LTDA";"03.856.793/0001-33";"MÉDIA";"Exportação de bens";"RS";"ARGENTINA";"6186845/0003";"2020-01-10";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"EQUADOR";"6317483/0004";"2020-01-13";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"HAVER & BOECKER LATINOAMERICANA MAQUINAS LIMITADA";"44.000.941/0001-09";"MICRO";"Exportação de bens";"SP";"ARGENTINA";"6244811/0002";"2020-01-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"FINANTINTAS INDUSTRIA DE TINTAS LTDA";"23.640.926/0001-47";"MÉDIA";"Exportação de bens";"RS";"EQUADOR";"6342099/0001";"2020-01-21";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS QUIMICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"POLIMAQUINAS INDUSTRIA E COMERCIO LIMITADA";"46.142.725/0001-15";"MÉDIA";"Exportação de bens";"SP";"EQUADOR";"6360181/0001";"2020-01-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"WEG EQUIPAMENTOS ELETRICOS S/A";"07.175.725/0001-60";"GRANDE";"Exportação de bens";"SC";"EQUADOR";"6336566/0001";"2020-01-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SEDES DE EMPRESAS E CONSULTORIA EM GESTÃO EMPRESARIAL";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"CNH INDUSTRIAL BRASIL LTDA.";"01.844.555/0001-82";"GRANDE";"Exportação de bens";"MG";"PARAGUAI";"6345768/0001";"2020-02-07";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
"KUHN DO BRASIL S/A - IMPLEMENTOS AGRICOLAS";"06.216.625/0001-71";"MÉDIA";"Exportação de bens";"RS";"PARAGUAI";"6310419/0001";"2020-02-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Pessoal"
